0.0,181,1
0.1,181,5
0.2,181,6
0.30000000000000004,181,9
0.4,181,11
0.5,181,12
0.6,181,12
0.7,181,14
0.7999999999999999,181,19
0.8999999999999999,181,21
0.9999999999999999,162,1
1.0999999999999999,162,1
1.2,153,2
1.3,148,2
1.4000000000000001,143,1
1.5000000000000002,135,1
1.6000000000000003,129,2
1.7000000000000004,129,2
1.8000000000000005,126,2
1.9000000000000006,123,2
2.0000000000000004,118,1
2.1000000000000005,115,1
2.2000000000000006,115,1
2.3000000000000007,116,2
2.400000000000001,113,1
2.500000000000001,105,2
2.600000000000001,106,2
2.700000000000001,104,1
2.800000000000001,105,1
2.9000000000000012,103,1
3.0000000000000013,96,4
3.1000000000000014,92,2
3.2000000000000015,89,5
3.3000000000000016,88,4
3.4000000000000017,89,2
3.5000000000000018,82,3
3.600000000000002,82,3
3.700000000000002,79,2
3.800000000000002,83,2
3.900000000000002,82,2
4.000000000000002,83,4
4.100000000000001,82,5
4.200000000000001,82,1
4.300000000000001,82,1
4.4,81,1
4.5,78,1
4.6,79,4
4.699999999999999,83,1
4.799999999999999,81,1
4.899999999999999,78,5
4.999999999999998,77,5
5.099999999999998,76,2
5.1999999999999975,73,2
5.299999999999997,73,2
5.399999999999997,70,1
5.4999999999999964,71,2
5.599999999999996,72,2
5.699999999999996,69,2
5.799999999999995,69,3
5.899999999999995,70,3
5.999999999999995,70,3
6.099999999999994,67,1
6.199999999999994,67,1
6.299999999999994,69,1
6.399999999999993,67,1
6.499999999999993,67,1
6.5999999999999925,71,1
6.699999999999992,70,1
6.799999999999992,70,1
6.8999999999999915,70,1
6.999999999999991,70,1
7.099999999999991,66,7
7.19999999999999,66,7
7.29999999999999,66,7
7.39999999999999,66,7
7.499999999999989,66,7
7.599999999999989,66,7
7.699999999999989,66,7
7.799999999999988,66,7
7.899999999999988,66,7
7.999999999999988,66,7
8.099999999999987,66,1
8.199999999999987,66,1
8.299999999999986,66,1
8.399999999999986,66,1
8.499999999999986,66,1
8.599999999999985,66,1
8.699999999999985,66,1
8.799999999999985,66,1
8.899999999999984,66,1
8.999999999999984,66,1
9.099999999999984,66,1
9.199999999999983,66,1
9.299999999999983,66,1
9.399999999999983,66,1
9.499999999999982,66,1
9.599999999999982,66,1
9.699999999999982,66,1
9.799999999999981,66,1
9.89999999999998,66,1


