0.0,182,3
0.1,182,5
0.2,182,7
0.30000000000000004,182,9
0.4,182,11
0.5,181,12
0.6,181,12
0.7,180,19
0.7999999999999999,177,9
0.8999999999999999,170,3
0.9999999999999999,88,1
1.0999999999999999,88,1
1.2,88,4
1.3,88,4
1.4000000000000001,88,4
1.5000000000000002,88,10
1.6000000000000003,88,10
1.7000000000000004,88,10
1.8000000000000005,88,10
1.9000000000000006,89,12
2.0000000000000004,64,4
2.1000000000000005,62,5
2.2000000000000006,62,5
2.3000000000000007,62,6
2.400000000000001,62,6
2.500000000000001,62,6
2.600000000000001,62,6
2.700000000000001,62,6
2.800000000000001,62,18
2.9000000000000012,62,16
3.0000000000000013,51,4
3.1000000000000014,50,4
3.2000000000000015,47,4
3.3000000000000016,47,4
3.4000000000000017,47,4
3.5000000000000018,47,3
3.600000000000002,47,3
3.700000000000002,47,3
3.800000000000002,47,3
3.900000000000002,47,3
4.000000000000002,42,8
4.100000000000001,41,8
4.200000000000001,40,6
4.300000000000001,39,6
4.4,39,8
4.5,38,5
4.6,38,6
4.699999999999999,38,6
4.799999999999999,38,6
4.899999999999999,38,6
4.999999999999998,38,6
5.099999999999998,36,4
5.1999999999999975,36,4
5.299999999999997,35,4
5.399999999999997,35,4
5.4999999999999964,35,4
5.599999999999996,35,4
5.699999999999996,35,4
5.799999999999995,35,4
5.899999999999995,35,4
5.999999999999995,35,4
6.099999999999994,33,2
6.199999999999994,33,2
6.299999999999994,33,2
6.399999999999993,33,2
6.499999999999993,33,2
6.5999999999999925,33,6
6.699999999999992,33,6
6.799999999999992,33,6
6.8999999999999915,33,6
6.999999999999991,33,6
7.099999999999991,32,7
7.19999999999999,32,7
7.29999999999999,32,7
7.39999999999999,32,7
7.499999999999989,32,7
7.599999999999989,32,7
7.699999999999989,32,7
7.799999999999988,32,7
7.899999999999988,32,7
7.999999999999988,32,7
8.099999999999987,31,3
8.199999999999987,31,3
8.299999999999986,31,3
8.399999999999986,31,3
8.499999999999986,31,3
8.599999999999985,31,3
8.699999999999985,31,3
8.799999999999985,31,3
8.899999999999984,31,3
8.999999999999984,31,3
9.099999999999984,31,3
9.199999999999983,31,3
9.299999999999983,31,3
9.399999999999983,31,3
9.499999999999982,31,3
9.599999999999982,31,3
9.699999999999982,31,3
9.799999999999981,31,3
9.89999999999998,31,3
